Date,Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Ground,Fatalities (air),Aboard,Survivors,Continent
1968-10-20,1968,Qtr 4,October,20,Brazil,McDonnell Douglas,Douglas DC-3,0,19,19,0,South America
1957-10-18,1957,Qtr 4,October,18,Brazil,McDonnell Douglas,Douglas DC-3,0,2,2,0,South America
1952-10-14,1952,Qtr 4,October,14,Brazil,McDonnell Douglas,Douglas DC-3,0,14,28,14,South America
1983-10-07,1983,Qtr 4,October,7,Brazil,Embraer,Embraer 110C BandeirantePP SBH,0,7,15,8,South America
1985-10-09,1985,Qtr 4,October,9,Brazil,Embraer,Embraer EMB 110 Bandeirante,0,2,2,0,South America
1976-10-28,1976,Qtr 4,October,28,Brazil,Embraer,Embraer 110C BandeirantePT TBA,0,2,7,5,South America
1996-10-31,1996,Qtr 4,October,31,Brazil,Fokker,Fokker 100,3,95,95,0,South America
1994-10-14,1994,Qtr 4,October,14,Brazil,Lockheed,Lockheed C-130 Hercules,0,21,21,0,South America
1973-10-23,1973,Qtr 4,October,23,Brazil,Kawasaki,NAMC YS-11A,0,8,65,57,South America
1941-10-28,1941,Qtr 4,October,28,Bulgaria,Junkers,Junkers Ju 52,0,13,13,0,Europe
1991-10-25,1991,Qtr 4,October,25,United States,Bell,Bell 206,0,3,3,0,North America
1964-10-27,1964,Qtr 4,October,27,United States,McDonnell Douglas,Douglas A-3 Skywarrior,6,3,3,0,North America
1959-10-26,1959,Qtr 4,October,26,United States,McDonnell Douglas,Douglas DC-3,1,1,19,18,North America
1942-10-23,1942,Qtr 4,October,23,United States,McDonnell Douglas,Douglas DC-3,0,12,13,1,North America
1953-10-29,1953,Qtr 4,October,29,United States,McDonnell Douglas,Douglas DC-6,0,19,19,0,North America
2004-10-24,2004,Qtr 4,October,24,United States,Gates Learjet,Learjet 35A,0,5,5,0,North America
1972-10-02,1972,Qtr 4,October,2,Cambodia,McDonnell Douglas,Douglas DC-3,0,9,9,0,Asia
1981-10-31,1981,Qtr 4,October,31,Cameroon,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,1,24,23,Africa
1984-10-09,1984,Qtr 4,October,9,Canada,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,7,7,0,North America
1931-10-06,1931,Qtr 4,October,6,Canada,Heinkel,Heinkel He 2,0,3,3,0,North America
2001-10-11,2001,Qtr 4,October,11,Canada,Swearingen,Swearingen SA226 Metro II,0,2,3,1,North America
1978-10-06,1978,Qtr 4,October,6,Chile,McDonnell Douglas,Douglas DC-6,0,18,18,0,South America
1972-10-13,1972,Qtr 4,October,13,Chile,Fairchild,Fairchild Hiller,0,29,45,16,South America
1992-10-08,1992,Qtr 4,October,8,China,Avia,Avia 14,0,14,35,21,Asia
1990-10-02,1990,Qtr 4,October,2,China,Boeing,Boeing 737,0,128,226,98,Asia
1989-10-26,1989,Qtr 4,October,26,China,Boeing,Boeing 737,0,54,54,0,Asia
1945-10-30,1945,Qtr 4,October,30,China,Curtiss,Curtiss-Wright C-46,0,45,50,5,Asia
1945-10-16,1945,Qtr 4,October,16,China,Curtiss,Curtiss-Wright C-46,0,59,59,0,Asia
1945-10-20,1945,Qtr 4,October,20,China,McDonnell Douglas,Douglas DC-3,0,31,31,0,Asia
1942-10-01,1942,Qtr 4,October,1,China,McDonnell Douglas,Douglas DC-3,0,0,0,0,Asia
1940-10-29,1940,Qtr 4,October,29,China,McDonnell Douglas,Douglas DC-2,0,9,14,5,Asia
1988-10-07,1988,Qtr 4,October,7,China,Ilyushin,Ilyushin Il-14,2,44,48,4,Asia
1993-10-26,1993,Qtr 4,October,26,China,McDonnell Douglas,McDonnell Douglas MD-82,0,2,80,78,Asia
1994-10-08,1994,Qtr 4,October,8,Colombia,Antonov,Antonov An-32,0,10,10,0,South America
1942-10-24,1942,Qtr 4,October,24,Colombia,Boeing,Boeing 247,0,6,6,0,South America
1987-10-11,1987,Qtr 4,October,11,Colombia,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,2,9,7,South America
1971-10-17,1971,Qtr 4,October,17,Colombia,McDonnell Douglas,Douglas DC-3,0,19,21,2,South America
1965-10-17,1965,Qtr 4,October,17,Colombia,McDonnell Douglas,Douglas DC-3,0,19,19,0,South America
2004-10-15,2004,Qtr 4,October,15,Colombia,McDonnell Douglas,Douglas DC-3,0,3,3,0,South America
1939-10-10,1939,Qtr 4,October,10,Colombia,Junkers,Junkers W 34,0,5,5,0,South America
2007-10-08,2007,Qtr 4,October,8,Colombia,Let,Let L-410 Turbolet,0,17,17,0,South America
1974-10-28,1974,Qtr 4,October,28,United States,Beechcraft,Beechcraft 95,0,2,2,0,North America
1997-10-08,1997,Qtr 4,October,8,United States,Cessna,Cessna 208B Caravan I,0,9,9,0,North America
1998-10-10,1998,Qtr 4,October,10,Congo,Boeing,Boeing 727,0,41,41,0,Africa
1996-10-03,1996,Qtr 4,October,3,Congo,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,6,21,15,Africa
2010-10-21,2010,Qtr 4,October,21,Congo,Let,Let L-410 Turbolet,0,2,2,0,Africa
1962-10-19,1962,Qtr 4,October,19,United States,Convair,Convair CV-340/440,0,1,52,51,North America
1968-10-08,1968,Qtr 4,October,8,Colombia,Britten-Norman,Britten-Norman,0,10,10,0,South America
1940-10-22,1940,Qtr 4,October,22,Croatia,Lockheed,Lockheed 10 Electra,0,7,12,5,Europe
1990-10-24,1990,Qtr 4,October,24,Cuba,Yakovlev,Yakovlev Yak-40,0,11,31,20,North America
1968-10-11,1968,Qtr 4,October,11,Kazakhstan,Avia,Avia 14,0,11,40,29,Asia
1962-10-10,1962,Qtr 4,October,10,Myanmar,Avia,Avia 14,0,13,42,29,Asia
1975-10-30,1975,Qtr 4,October,30,Nepal,McDonnell Douglas,McDonnell Douglas DC-9,0,75,120,45,Asia
2005-10-04,2005,Qtr 4,October,4,Barbados,Antonov,Antonov An-12,0,2,100,98,North America
2007-10-04,2007,Qtr 4,October,4,Guatemala,Antonov,Antonov An-26,30,21,22,1,North America
1996-10-22,1996,Qtr 4,October,22,Ecuador,Boeing,Boeing 707,30,4,4,0,South America
2015-10-31,2015,Qtr 4,October,31,Egypt,Airbus,Airbus A321,0,224,224,0,Africa
1963-10-18,1963,Qtr 4,October,18,Egypt,Antonov,Antonov An-12,0,31,31,0,Africa
1946-10-23,1946,Qtr 4,October,23,Egypt,Junkers,Junkers Ju 52,0,1,24,23,Africa
1991-10-30,1991,Qtr 4,October,30,United States,Lockheed,Lockheed C-130 Hercules,0,5,18,13,North America
1963-10-22,1963,Qtr 4,October,22,United Kingdom,BAC,BAC One-Eleven,0,7,7,0,Europe
1944-10-18,1944,Qtr 4,October,18,United Kingdom,Consolidated,Consolidated B-24 Liberator,0,24,24,0,Europe
1945-10-05,1945,Qtr 4,October,5,United Kingdom,Consolidated,Consolidated LB-30 Liberator,0,23,23,0,Europe
1919-10-02,1919,Qtr 4,October,2,United Kingdom,De Havilland,De Havilland DH 4,0,1,1,0,Europe
1950-10-17,1950,Qtr 4,October,17,United Kingdom,McDonnell Douglas,Douglas DC-3,0,28,29,1,Europe
1956-10-10,1956,Qtr 4,October,10,United Kingdom,McDonnell Douglas,Douglas C-118,0,59,59,0,Europe
1932-10-29,1932,Qtr 4,October,29,United Kingdom,Junkers,Junkers W 33,0,2,2,0,Europe
1950-10-31,1950,Qtr 4,October,31,United Kingdom,Vickers,Vickers 610 Viking,0,28,30,2,Europe
1965-10-27,1965,Qtr 4,October,27,United Kingdom,Vickers,Vickers Vanguard,0,36,36,0,Europe
1916-10-01,1916,Qtr 4,October,1,United Kingdom,Zeppelin,Zeppelin L 31,0,19,19,0,Europe
1964-10-02,1964,Qtr 4,October,2,Ethiopia,Lockheed,Lockheed L-749A Constellation,0,1,7,6,Africa
1978-10-03,1978,Qtr 4,October,3,Finland,McDonnell Douglas,Douglas DC-3,0,15,15,0,Europe
1960-10-29,1960,Qtr 4,October,29,United States,McDonnell Douglas,Douglas DC-3,0,1,37,36,North America
1945-10-05,1945,Qtr 4,October,5,United States,Lockheed,Lockheed 18 Lodestar,0,2,15,13,North America
1990-10-03,1990,Qtr 4,October,3,United States,McDonnell Douglas,McDonnell Douglas DC-9,0,1,97,96,North America
1928-10-31,1928,Qtr 4,October,31,France,Bleriot,Bleriot-Spad S.56,0,1,2,1,Europe
1963-10-09,1963,Qtr 4,October,9,France,McDonnell Douglas,Douglas C-74 Globemaster,0,6,6,0,Europe
1961-10-07,1961,Qtr 4,October,7,France,McDonnell Douglas,Douglas DC-3,0,34,34,0,Europe
1933-10-31,1933,Qtr 4,October,31,France,Farman,Farman F.301,0,2,5,3,Europe
1930-10-30,1930,Qtr 4,October,30,France,Handley Page,Handley Page W.8,0,3,6,3,Europe
1930-10-05,1930,Qtr 4,October,5,France,Royal Airship Works,Royal Airship Works R.101,0,48,54,6,Europe
1920-10-02,1920,Qtr 4,October,2,France,Salmson,Salmson 2A2,0,2,2,0,Europe
1945-10-07,1945,Qtr 4,October,7,France,Short,Short Stirling,0,26,26,0,Europe
1917-10-20,1917,Qtr 4,October,20,France,Zeppelin,Zeppelin L 44,0,18,18,0,Europe
1938-10-01,1938,Qtr 4,October,1,Gambia,Dornier,Dornier Do 18,0,4,4,0,Africa
1943-10-22,1943,Qtr 4,October,22,United States,McDonnell Douglas,Douglas DC-3,0,20,20,0,North America
1993-10-04,1993,Qtr 4,October,4,United States,Mil,Mil Mi-8,0,60,60,0,North America
1953-10-14,1953,Qtr 4,October,14,Germany,Convair,Convair CV-240,0,44,44,0,Europe
1940-10-29,1940,Qtr 4,October,29,Germany,McDonnell Douglas,Douglas DC 3D,0,2,15,13,Europe
1926-10-08,1926,Qtr 4,October,8,Germany,Fokker,Fokker FG IIID 468,0,4,4,0,Europe
1930-10-06,1930,Qtr 4,October,6,Germany,Messerschmitt,Messerschmitt M 20,0,8,8,0,Europe
1938-10-10,1938,Qtr 4,October,10,Germany,Savoia,Savoia-Marchetti,0,20,20,0,Europe
1913-10-17,1913,Qtr 4,October,17,Germany,Zeppelin,Zeppelin L 2,0,28,28,0,Europe
1964-10-02,1964,Qtr 4,October,2,Tajikistan,McDonnell Douglas,Douglas DC-6,0,80,80,0,Asia
1967-10-12,1967,Qtr 4,October,12,Greece,De Havilland,De Havilland Comet,0,66,66,0,Europe
1959-10-30,1959,Qtr 4,October,30,Greece,McDonnell Douglas,Douglas DC-3,0,18,18,0,Europe
1947-10-26,1947,Qtr 4,October,26,Greece,McDonnell Douglas,Douglas DC-4,0,44,44,0,Europe
1979-10-07,1979,Qtr 4,October,7,Greece,McDonnell Douglas,McDonnell Douglas DC-8,0,14,156,142,Europe
1972-10-21,1972,Qtr 4,October,21,Greece,Kawasaki,NAMC YS-11A,0,37,53,16,Europe
1937-10-01,1937,Qtr 4,October,1,Greece,Short,Short S.23 Empire,0,2,14,12,Europe
1970-10-28,1970,Qtr 4,October,28,Guadeloupe,Curtiss,Curtiss C-46,0,2,4,2,North America
1951-10-27,1951,Qtr 4,October,27,Guatemala,McDonnell Douglas,Douglas DC-3,0,27,29,2,North America
1989-10-21,1989,Qtr 4,October,21,Honduras,Boeing,Boeing 727,0,127,146,19,North America
1958-10-09,1958,Qtr 4,October,9,United States,Fairchild,Fairchild C-123 Provider,0,19,19,0,North America
1971-10-21,1971,Qtr 4,October,21,United States,Beechcraft,Beechcraft 18,0,16,16,0,North America
2008-10-15,2008,Qtr 4,October,15,United States,Bell,Bell 222,0,4,4,0,North America
1920-10-15,1920,Qtr 4,October,15,United States,De Havilland,De Havilland DH 4,0,1,1,0,North America
1983-10-11,1983,Qtr 4,October,11,United States,Hawker Siddeley,Hawker Siddeley HS 748,0,10,10,0,North America
1988-10-19,1988,Qtr 4,October,19,India,Boeing,Boeing 737,0,124,129,5,Asia
1944-10-07,1944,Qtr 4,October,7,India,McDonnell Douglas,Douglas DC-3,0,3,3,0,Asia
1945-10-23,1945,Qtr 4,October,23,India,McDonnell Douglas,Douglas DC-3,0,14,14,0,Asia
1946-10-17,1946,Qtr 4,October,17,India,McDonnell Douglas,Douglas DC-3,0,11,11,0,Asia
1947-10-31,1947,Qtr 4,October,31,India,McDonnell Douglas,Douglas DC-3,0,25,25,0,Asia
1956-10-19,1956,Qtr 4,October,19,India,McDonnell Douglas,Douglas DC-3,0,3,3,0,Asia
1988-10-19,1988,Qtr 4,October,19,India,Fokker,Fokker F-27 Friendship,0,34,34,0,Asia
2002-10-01,2002,Qtr 4,October,1,India,Ilyushin,Ilyushin Il-38,5,12,12,0,Asia
1976-10-13,1976,Qtr 4,October,13,India,Sud Aviation,Sud Aviation Caravelle,0,95,95,0,Asia
1987-10-20,1987,Qtr 4,October,20,United States,Unknown,Unknown,10,10,11,1,North America
1994-10-31,1994,Qtr 4,October,31,United States,ATR,ATR 72,0,68,68,0,North America
1933-10-10,1933,Qtr 4,October,10,United States,Boeing,Boeing 247,0,10,10,0,North America
1930-10-30,1930,Qtr 4,October,30,United States,Pitcairn,Pitcairn PA-6 Mailwing,0,1,1,0,North America
2018-10-29,2018,Qtr 4,October,29,Indonesia,Boeing,Boeing 737 MAX,0,189,189,0,Asia
1991-10-25,1991,Qtr 4,October,25,Indonesia,Britten-Norman,Britten-Norman BN-2,0,17,17,0,Asia
1995-10-03,1995,Qtr 4,October,3,Indonesia,CASA,CASA C-212 Aviocar,0,1,14,13,Asia
2015-10-31,2015,Qtr 4,October,31,Indonesia,De Havilland,De Havilland Canada DHC-4 Caribou,0,4,4,0,Asia
2015-10-02,2015,Qtr 4,October,2,Indonesia,De Havilland,de Havilland DHC 6 Twin Otter PK,0,10,10,0,Asia
1991-10-05,1991,Qtr 4,October,5,Indonesia,Lockheed,Lockheed C-130 Hercules,2,134,134,0,Asia
1986-10-15,1986,Qtr 4,October,15,Iran,Boeing,Boeing 737,0,3,80,77,Asia
1957-10-23,1957,Qtr 4,October,23,Ireland,Vickers,Vickers 802 Viscount,0,7,7,0,Europe
1987-10-15,1987,Qtr 4,October,15,Italy,Aerospatiale,ATR 42,0,37,37,0,Europe
1996-10-08,1996,Qtr 4,October,8,Italy,Antonov,Antonov An-124,2,2,23,21,Europe
1988-10-17,1988,Qtr 4,October,17,Italy,Boeing,Boeing 707,0,33,52,19,Europe
1960-10-14,1960,Qtr 4,October,14,Italy,De Havilland,De Havilland DH.114 Heron,0,11,11,0,Europe
1954-10-24,1954,Qtr 4,October,24,Italy,McDonnell Douglas,Douglas DC-3,0,21,21,0,Europe
1972-10-30,1972,Qtr 4,October,30,Italy,Fokker,Fokker F-27 Friendship,0,27,27,0,Europe
2001-10-08,2001,Qtr 4,October,8,Italy,McDonnell Douglas,McDonnell Douglas MD-87,4,114,114,0,Europe
1929-10-26,1929,Qtr 4,October,26,Italy,Short,Short Calcutta,0,7,7,0,Europe
1958-10-22,1958,Qtr 4,October,22,Italy,Vickers,Vickers 701 Viscount,0,31,31,0,Europe
1922-10-02,1922,Qtr 4,October,2,Angola,De Havilland,De Havilland DH 9,0,4,4,0,Africa
2017-10-14,2017,Qtr 4,October,14,Bhutan,Antonov,Antonov An 26,0,4,10,6,Asia
1992-10-18,1992,Qtr 4,October,18,Austria,CASA,CASA C-235,0,31,31,0,Europe
2000-10-10,2000,Qtr 4,October,10,United States,Canadair,Canadair CL-600 Challenger,0,2,3,1,North America
1926-10-02,1926,Qtr 4,October,2,United Kingdom,Bleriot,Bleriot 155,0,7,7,0,Europe
1919-10-20,1919,Qtr 4,October,20,United Kingdom,De Havilland,De Havilland DH 4,0,0,0,0,Europe
1979-10-08,1979,Qtr 4,October,8,United States,Piper,Piper PA-31 Navajo,0,8,8,0,North America
1976-10-04,1976,Qtr 4,October,4,Kenya,McDonnell Douglas,Douglas DC-7C,0,4,4,0,Africa
1995-10-04,1995,Qtr 4,October,4,Portugal,Mil,Mil Mi-8,0,15,15,0,Europe
2013-10-16,2013,Qtr 4,October,16,Unknown,ATR,ATR 72,0,49,49,0,Unknown
2000-10-19,2000,Qtr 4,October,19,Chad,Harbin,Harbin Y-12,0,8,17,9,Africa
1957-10-03,1957,Qtr 4,October,3,Lebanon,Curtiss,Curtiss C-46,0,27,27,0,Asia
1961-10-10,1961,Qtr 4,October,10,Libya,Handley Page,Handley Page Hastings,0,17,37,20,Africa
1972-10-27,1972,Qtr 4,October,27,Guyana,Vickers,Vickers 724 Viscount,0,60,68,8,South America
1966-10-08,1966,Qtr 4,October,8,United States,Bell,Bell 204,0,11,11,0,North America
1946-10-06,1946,Qtr 4,October,6,Bhutan,Avro,Avro York,0,21,21,0,Asia
2013-10-10,2013,Qtr 4,October,10,Malaysia,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,2,16,14,Asia
1945-10-24,1945,Qtr 4,October,24,Malta,McDonnell Douglas,Douglas DC-3,0,9,16,7,Europe
1919-10-14,1919,Qtr 4,October,14,United States,Curtiss,Curtiss R4D,0,1,1,0,North America
1954-10-30,1954,Qtr 4,October,30,United States,Lockheed,Lockheed R7V Constellation,0,42,42,0,North America
1999-10-31,1999,Qtr 4,October,31,United States,Boeing,Boeing 767,0,217,217,0,North America
1960-10-04,1960,Qtr 4,October,4,United States,Lockheed,Lockheed L-188 Electra,0,62,72,10,North America
1927-10-06,1927,Qtr 4,October,6,Mauritania,Breguet,Breguet 14,0,2,2,0,Africa
1932-10-12,1932,Qtr 4,October,12,Mauritania,Latecoere,Latécoère 28,0,1,1,0,Africa
1953-10-19,1953,Qtr 4,October,19,Mexico,McDonnell Douglas,Douglas C-46,0,21,21,0,North America
1951-10-08,1951,Qtr 4,October,8,Mexico,McDonnell Douglas,Douglas DC-3,0,8,8,0,North America
1957-10-30,1957,Qtr 4,October,30,Mexico,Fairchild,Fairchild C-82 Packet,0,3,3,0,North America
2003-10-27,2003,Qtr 4,October,27,Mexico,Hawker,Hawker 800,0,3,3,0,North America
1979-10-31,1979,Qtr 4,October,31,Mexico,McDonnell Douglas,McDonnell Douglas DC-10,1,72,88,16,North America
2000-10-06,2000,Qtr 4,October,6,Mexico,McDonnell Douglas,McDonnell Douglas DC-9,4,0,88,88,North America
1988-10-11,1988,Qtr 4,October,11,United States,Boeing,Boeing KC-135,0,6,17,11,North America
1941-10-30,1941,Qtr 4,October,30,United States,McDonnell Douglas,Douglas DC-3,0,14,15,1,North America
1950-10-13,1950,Qtr 4,October,13,United States,Lockheed,Martin 202,0,6,6,0,North America
1977-10-20,1977,Qtr 4,October,20,United States,Convair,Convair CV-300,0,6,26,20,North America
2004-10-19,2004,Qtr 4,October,19,United States,British Aerospace,British Aerospace Jetstream,0,13,15,2,North America
2004-10-14,2004,Qtr 4,October,14,United States,Canadair,Bombardier CRJ200,0,2,2,0,North America
2000-10-16,2000,Qtr 4,October,16,United States,Cessna,Cessna 335,0,3,3,0,North America
1989-10-28,1989,Qtr 4,October,28,Egypt,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,20,20,0,Africa
1960-10-28,1960,Qtr 4,October,28,United States,McDonnell Douglas,Douglas DC-4,0,12,12,0,North America
1922-10-25,1922,Qtr 4,October,25,Morocco,Breguet,Breguet 14,0,2,2,0,Africa
1950-10-13,1950,Qtr 4,October,13,Morocco,McDonnell Douglas,Douglas DC-3,0,4,7,3,Africa
1946-10-10,1946,Qtr 4,October,10,Morocco,Junkers,Junkers Ju 52,0,16,16,0,Africa
1930-10-12,1930,Qtr 4,October,12,Morocco,Latecoere,Latécoère 28,0,4,4,0,Africa
1983-10-08,1983,Qtr 4,October,8,Myanmar,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,9,14,5,Asia
1987-10-11,1987,Qtr 4,October,11,Myanmar,Fokker,Fokker F-27 Friendship,0,49,49,0,Asia
1978-10-03,1978,Qtr 4,October,3,Myanmar,Fokker,Fokker F-27 Friendship,0,2,44,42,Asia
1985-10-12,1985,Qtr 4,October,12,Myanmar,Fokker,Fokker F-27 Friendship,0,4,4,0,Asia
1967-10-09,1967,Qtr 4,October,9,Tanzania,BAC,BAC One-Eleven,0,2,23,21,Africa
1951-10-15,1951,Qtr 4,October,15,Malawi,Boeing,Boeing C-97 Stratofreighter,0,12,12,0,Africa
1956-10-16,1956,Qtr 4,October,16,Pakistan,Boeing,Boeing 377 Stratocruiser,0,0,31,31,Asia
2012-10-07,2012,Qtr 4,October,7,Germany,Britten-Norman,Britten-Norman,0,3,4,1,Europe
1972-10-16,1972,Qtr 4,October,16,United States,Cessna,Cessna 310,0,4,4,0,North America
1956-10-28,1956,Qtr 4,October,28,Unknown,Curtiss,Curtiss C-46,0,16,16,0,Unknown
1934-10-02,1934,Qtr 4,October,2,Ethiopia,De Havilland,De Havilland DH.89 Dragon Rapide,0,7,7,0,Africa
1937-10-27,1937,Qtr 4,October,27,Fiji,Dewoitine,Dewoitine D.333,0,7,7,0,Oceania
1931-10-14,1931,Qtr 4,October,14,Liberia,Dornier,Dornier Wal,0,3,3,0,Africa
1967-10-24,1967,Qtr 4,October,24,Finland,McDonnell Douglas,Douglas DC-3,0,16,16,0,Europe
2003-10-03,2003,Qtr 4,October,3,Serbia,Embraer,Embraer EMB 721 Sertanejo,0,4,4,0,Europe
1969-10-02,1969,Qtr 4,October,2,Unknown,Grumman,Grumman C-2 Greyhound,0,26,26,0,Unknown
1942-10-30,1942,Qtr 4,October,30,Hungary,Handley Page,Handley Page Halifax,0,10,10,0,Europe
1926-10-21,1926,Qtr 4,October,21,Mali,Handley Page,Handley Page W.10,0,0,12,12,Africa
1935-10-09,1935,Qtr 4,October,9,Bahrain,Junkers,Junkers F 13,0,6,6,0,Asia
1944-10-10,1944,Qtr 4,October,10,Netherlands,Junkers,Junkers Ju 52,0,7,7,0,Europe
1944-10-17,1944,Qtr 4,October,17,Jordan,Junkers,Junkers Ju 52,0,1,9,8,Asia
2016-10-24,2016,Qtr 4,October,24,Malaysia,Swearingen,Swearingen SA227 Expediter,0,5,5,0,Asia
1994-10-12,1994,Qtr 4,October,12,Botswana,Fokker,Fokker F-28 Fellowship,0,66,66,0,Africa
1970-10-02,1970,Qtr 4,October,2,Papua New Guinea,Lockheed,Martin 404,0,32,40,8,Oceania
1997-10-12,1997,Qtr 4,October,12,Malawi,Rutan,Rutan Long EZ,0,1,1,0,Africa
2008-10-08,2008,Qtr 4,October,8,Nepal,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,18,19,1,Asia
1992-10-04,1992,Qtr 4,October,4,Netherlands,Boeing,Boeing 747,39,4,4,0,Europe
2009-10-22,2009,Qtr 4,October,22,Netherlands,Britten-Norman,Britten-Norman,0,1,10,9,Europe
1937-10-06,1937,Qtr 4,October,6,Netherlands,McDonnell Douglas,Douglas DC-3,0,4,11,7,Europe
1981-10-06,1981,Qtr 4,October,6,Netherlands,Fokker,Fokker F-28 Fellowship,0,17,17,0,Europe
1989-10-10,1989,Qtr 4,October,10,Slovakia,Agusta,Agusta A109,0,5,5,0,Europe
1963-10-14,1963,Qtr 4,October,14,Unknown,Boeing Vertol,Boeing Vertol 107,0,6,6,0,Unknown
2003-10-03,2003,Qtr 4,October,3,Peru,Convair,Convair CV-580,0,2,2,0,South America
1935-10-21,1935,Qtr 4,October,21,Netherlands,Curtiss,Curtiss AT-32 Condor,0,1,6,5,Europe
1919-10-30,1919,Qtr 4,October,30,Mauritania,De Havilland,De Havilland DH.4,0,1,1,0,Africa
1986-10-22,1986,Qtr 4,October,22,Paraguay,Enstrom,Enstrom F-28,0,2,2,0,South America
1968-10-25,1968,Qtr 4,October,25,Benin,Fairchild,Fairchild Hiller FH-227,0,32,42,10,Africa
1927-10-30,1927,Qtr 4,October,30,Madagascar,Fairchild,Fairchild FC-2,0,4,4,0,Africa
1993-10-25,1993,Qtr 4,October,25,Guernsey,GAF,GAF Nomad,0,9,9,0,Europe
1970-10-10,1970,Qtr 4,October,10,Jordan,Lockheed,Lockheed L-100 Hercules,0,3,3,0,Asia
1948-10-23,1948,Qtr 4,October,23,Papua New Guinea,Lockheed,Lockheed 10 Electra,0,13,13,0,Oceania
1953-10-19,1953,Qtr 4,October,19,Fiji,Lockheed,Lockheed L-749A Constellation,0,2,27,25,Oceania
1984-10-11,1984,Qtr 4,October,11,Canada,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,4,4,0,North America
1946-10-03,1946,Qtr 4,October,3,Canada,McDonnell Douglas,Douglas DC-4,0,39,39,0,North America
1942-10-03,1942,Qtr 4,October,3,Canada,Sikorsky,Sikorsky S-44,0,11,37,26,North America
1986-10-30,1986,Qtr 4,October,30,Nicaragua,Mil,Mil Mi-17,0,21,23,2,North America
2006-10-29,2006,Qtr 4,October,29,Nigeria,Boeing,Boeing 737,0,96,105,9,Africa
2005-10-22,2005,Qtr 4,October,22,Nigeria,Boeing,Boeing 737,0,117,117,0,Africa
2013-10-03,2013,Qtr 4,October,3,Nigeria,Embraer,Embraer 120RT Brasilia5N BJY,0,16,20,4,Africa
1936-10-09,1936,Qtr 4,October,9,South Africa,Blackburn,Blackburn B.2,0,1,1,0,Africa
1947-10-16,1947,Qtr 4,October,16,South Africa,McDonnell Douglas,Douglas DC-3,0,3,3,0,Africa
1986-10-03,1986,Qtr 4,October,3,South Africa,Short,Shorts SC.7 Skyvan,0,13,13,0,Africa
2000-10-08,2000,Qtr 4,October,8,Botswana,Short,Shorts SC.7 Skyvan,0,3,3,0,Africa
2006-10-10,2006,Qtr 4,October,10,Norway,British Aerospace,British Aerospace 146,0,4,16,12,Europe
1993-10-27,1993,Qtr 4,October,27,Norway,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,7,20,13,Europe
1944-10-16,1944,Qtr 4,October,16,Norway,Junkers,Junkers Ju 52,0,15,15,0,Europe
1948-10-02,1948,Qtr 4,October,2,Norway,Short,Short Sandringham,0,19,45,26,Europe
2004-10-14,2004,Qtr 4,October,14,Tanzania,Boeing,Boeing 747,0,7,7,0,Africa
1960-10-29,1960,Qtr 4,October,29,United States,Curtiss,Curtiss C-46,0,22,48,26,North America
1925-10-01,1925,Qtr 4,October,1,United States,De Havilland,De Havilland DH 4,0,1,1,0,North America
1929-10-29,1929,Qtr 4,October,29,United States,Boeing Stearman,Stearman C-3B,0,1,1,0,North America
1989-10-04,1989,Qtr 4,October,4,Canada,Boeing,Boeing KC-135,0,4,4,0,North America
1941-10-30,1941,Qtr 4,October,30,Canada,McDonnell Douglas,Douglas DC-3,0,20,20,0,North America
1966-10-01,1966,Qtr 4,October,1,United States,McDonnell Douglas,McDonnell Douglas DC-9,0,18,18,0,North America
1965-10-08,1965,Qtr 4,October,8,Pakistan,Fokker,Fokker F-27 Friendship,0,4,4,0,Asia
1986-10-23,1986,Qtr 4,October,23,Pakistan,Fokker,Fokker F-27 Friendship,0,13,54,41,Asia
2011-10-13,2011,Qtr 4,October,13,Papua New Guinea,De Havilland,De Havilland Canada DHC-8 Dash 8,0,28,32,4,Oceania
1970-10-04,1970,Qtr 4,October,4,United States,Aero Commander,Aero Commander 500,0,2,2,0,North America
1971-10-24,1971,Qtr 4,October,24,United States,Beechcraft,Beechcraft 99,0,4,8,4,North America
1985-10-11,1985,Qtr 4,October,11,United States,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,1,1,0,North America
1928-10-18,1928,Qtr 4,October,18,United States,McDonnell Douglas,Douglas M-4,0,1,1,0,North America
1983-10-28,1983,Qtr 4,October,28,United States,Short,Shorts 330,0,1,30,29,North America
1996-10-02,1996,Qtr 4,October,2,Peru,Boeing,Boeing 757,0,70,70,0,South America
1989-10-10,1989,Qtr 4,October,10,Peru,Cessna,Cessna 402,0,12,12,0,South America
1992-10-21,1992,Qtr 4,October,21,Peru,De Havilland,De Havilland Canada DHC-6 Twin Otter,0,8,11,3,South America
